tropes,url
Generican Empire,https://tvtropes.org/pmwiki/pmwiki.php/Main/GenericanEmpire
Genetic Adaptation,https://tvtropes.org/pmwiki/pmwiki.php/Main/GeneticAdaptation
Genetic Engineering Is the New Nuke,https://tvtropes.org/pmwiki/pmwiki.php/Main/GeneticEngineeringIsTheNewNuke
Genetic Memory,https://tvtropes.org/pmwiki/pmwiki.php/Main/GeneticMemory
Genie in a Bottle,https://tvtropes.org/pmwiki/pmwiki.php/Main/GenieInABottle
The Genie in the Machine,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheGenieInTheMachine
The Genie Knows Jack Nicholson,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheGenieKnowsJackNicholson
Genius Breeding Act,https://tvtropes.org/pmwiki/pmwiki.php/Main/GeniusBreedingAct
Genocide Dilemma,https://tvtropes.org/pmwiki/pmwiki.php/Main/GenocideDilemma
Geometric Magic,https://tvtropes.org/pmwiki/pmwiki.php/Main/GeometricMagic
Ghost Fiction,https://tvtropes.org/pmwiki/pmwiki.php/Main/GhostFiction
Ghost in the Machine,https://tvtropes.org/pmwiki/pmwiki.php/Main/GhostInTheMachine
Giant Flyer,https://tvtropes.org/pmwiki/pmwiki.php/Main/GiantFlyer
Giant Footprint Reveal,https://tvtropes.org/pmwiki/pmwiki.php/Main/GiantFootprintReveal
Giant Woman,https://tvtropes.org/pmwiki/pmwiki.php/Main/GiantWoman
Giving Radio to the Romans,https://tvtropes.org/pmwiki/pmwiki.php/Main/GivingRadioToTheRomans
Glamour Failure,https://tvtropes.org/pmwiki/pmwiki.php/Main/GlamourFailure
A Glitch in the Matrix,https://tvtropes.org/pmwiki/pmwiki.php/Main/AGlitchInTheMatrix
Global Warming,https://tvtropes.org/pmwiki/pmwiki.php/Main/GlobalWarming
God and Satan Are Both Jerks,https://tvtropes.org/pmwiki/pmwiki.php/Main/GodAndSatanAreBothJerks
God Guise,https://tvtropes.org/pmwiki/pmwiki.php/Main/GodGuise
God Job,https://tvtropes.org/pmwiki/pmwiki.php/Main/GodJob
Godly Sidestep,https://tvtropes.org/pmwiki/pmwiki.php/Main/GodlySidestep
God Test,https://tvtropes.org/pmwiki/pmwiki.php/Main/GodTest
Going Critical,https://tvtropes.org/pmwiki/pmwiki.php/Main/GoingCritical
Golem,https://tvtropes.org/pmwiki/pmwiki.php/Main/Golem
Gone Horribly Right,https://tvtropes.org/pmwiki/pmwiki.php/Main/GoneHorriblyRight
Gone Horribly Wrong,https://tvtropes.org/pmwiki/pmwiki.php/Main/GoneHorriblyWrong
"Good Prosthetic, Evil Prosthetic",https://tvtropes.org/pmwiki/pmwiki.php/Main/GoodProstheticEvilProsthetic
Government Drug Enforcement,https://tvtropes.org/pmwiki/pmwiki.php/Main/GovernmentDrugEnforcement
Grand Theft Me,https://tvtropes.org/pmwiki/pmwiki.php/Main/GrandTheftMe
Great Big Library of Everything,https://tvtropes.org/pmwiki/pmwiki.php/Main/GreatBigLibraryOfEverything
Grey Goo,https://tvtropes.org/pmwiki/pmwiki.php/Main/GreyGoo
Grows on Trees,https://tvtropes.org/pmwiki/pmwiki.php/Main/GrowsOnTrees
Guilt-Free Extermination War,https://tvtropes.org/pmwiki/pmwiki.php/Main/GuiltFreeExterminationWar
Half-Human Hybrid,https://tvtropes.org/pmwiki/pmwiki.php/Main/HalfHumanHybrid
Happiness in Mind Control,https://tvtropes.org/pmwiki/pmwiki.php/Main/HappinessInMindControl
Harmony Versus Discipline,https://tvtropes.org/pmwiki/pmwiki.php/Main/HarmonyVersusDiscipline
Hate Plague,https://tvtropes.org/pmwiki/pmwiki.php/Main/HatePlague
Have You Tried Not Being a Monster?,https://tvtropes.org/pmwiki/pmwiki.php/Main/HaveYouTriedNotBeingAMonster
Heart Light,https://tvtropes.org/pmwiki/pmwiki.php/Main/HeartLight
Heart Trauma,https://tvtropes.org/pmwiki/pmwiki.php/Main/HeartTrauma
Heavy Mithril,https://tvtropes.org/pmwiki/pmwiki.php/Main/HeavyMithril
Heavyworlder,https://tvtropes.org/pmwiki/pmwiki.php/Main/Heavyworlder
Heinz Hybrid,https://tvtropes.org/pmwiki/pmwiki.php/Main/HeinzHybrid
Hellhound,https://tvtropes.org/pmwiki/pmwiki.php/Main/Hellhound
Hemisphere Bias,https://tvtropes.org/pmwiki/pmwiki.php/Main/HemisphereBias
Here There Be Dragons,https://tvtropes.org/pmwiki/pmwiki.php/Main/HereThereBeDragons
Here There Were Dragons,https://tvtropes.org/pmwiki/pmwiki.php/Main/HereThereWereDragons
Hermetic Magic,https://tvtropes.org/pmwiki/pmwiki.php/Main/HermeticMagic
Heroic Lineage,https://tvtropes.org/pmwiki/pmwiki.php/Main/HeroicLineage
The Hidden Hour,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheHiddenHour
Higher-Tech Species,https://tvtropes.org/pmwiki/pmwiki.php/Main/HigherTechSpecies
High-Tech Hexagons,https://tvtropes.org/pmwiki/pmwiki.php/Main/HighTechHexagons
High Times Future,https://tvtropes.org/pmwiki/pmwiki.php/Main/HighTimesFuture
Historical Person Punchline,https://tvtropes.org/pmwiki/pmwiki.php/Main/HistoricalPersonPunchline
Historical Rap Sheet,https://tvtropes.org/pmwiki/pmwiki.php/Main/HistoricalRapSheet
Hive Caste System,https://tvtropes.org/pmwiki/pmwiki.php/Main/HiveCasteSystem
Hive City,https://tvtropes.org/pmwiki/pmwiki.php/Main/HiveCity
Hive Mind,https://tvtropes.org/pmwiki/pmwiki.php/Main/HiveMind
Hold Your Hippogriffs,https://tvtropes.org/pmwiki/pmwiki.php/Main/HoldYourHippogriffs
Holodeck Malfunction,https://tvtropes.org/pmwiki/pmwiki.php/Main/HolodeckMalfunction
Hologram,https://tvtropes.org/pmwiki/pmwiki.php/Main/Hologram
Hologram Projection Imperfection,https://tvtropes.org/pmwiki/pmwiki.php/Main/HologramProjectionImperfection
Holographic Terminal,https://tvtropes.org/pmwiki/pmwiki.php/Main/HolographicTerminal
Homemade Inventions,https://tvtropes.org/pmwiki/pmwiki.php/Main/HomemadeInventions
Home of Monsters,https://tvtropes.org/pmwiki/pmwiki.php/Main/HomeOfMonsters
Homeworld Evacuation,https://tvtropes.org/pmwiki/pmwiki.php/Main/HomeworldEvacuation
Homosexual Reproduction,https://tvtropes.org/pmwiki/pmwiki.php/Main/HomosexualReproduction
Horde of Alien Locusts,https://tvtropes.org/pmwiki/pmwiki.php/Main/HordeOfAlienLocusts
Horse of a Different Color,https://tvtropes.org/pmwiki/pmwiki.php/Main/HorseOfADifferentColor
Hostile Terraforming,https://tvtropes.org/pmwiki/pmwiki.php/Main/HostileTerraforming
Hour of Power,https://tvtropes.org/pmwiki/pmwiki.php/Main/HourOfPower
House Fey,https://tvtropes.org/pmwiki/pmwiki.php/Main/HouseFey
Hover Board,https://tvtropes.org/pmwiki/pmwiki.php/Main/HoverBoard
Hover Skates,https://tvtropes.org/pmwiki/pmwiki.php/Main/HoverSkates
How Unscientific!,https://tvtropes.org/pmwiki/pmwiki.php/Main/HowUnscientific
Huge Holographic Head,https://tvtropes.org/pmwiki/pmwiki.php/Main/HugeHolographicHead
Hugh Mann,https://tvtropes.org/pmwiki/pmwiki.php/Main/HughMann
unconvincingly,https://tvtropes.org/pmwiki/pmwiki.php/Main/PaperThinDisguise
Human Aliens,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumanAliens
Human Disguise,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumanDisguise
Humanity Came From Space,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumanityCameFromSpace
Humanity Is Advanced,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumanityIsAdvanced
Humanity Is Superior,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumanityIsSuperior
Humanity Is Young,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumanityIsYoung
Humanity's Wake,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumanitysWake
Humanoid Aliens,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumanoidAliens
Human Popsicle,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumanPopsicle
Human Resources,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumanResources
Humans Advance Swiftly,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumansAdvanceSwiftly
Humans Are Diplomats,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumansAreDiplomats
Humans Are Flawed,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumansAreFlawed
Humans Are Morons,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumansAreMorons
Humans Are Not the Dominant Species,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumansAreNotTheDominantSpecies
Humans Are Psychic in the Future,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumansArePsychicInTheFuture
Humans Are Special,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumansAreSpecial
Humans Are Smelly,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumansAreSmelly
Humans Are the Real Monsters,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumansAreTheRealMonsters
Humans Are Ugly,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumansAreUgly
Humans Are Warriors,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumansAreWarriors
Humans Are White,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumansAreWhite
Humans by Any Other Name,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumansByAnyOtherName
Humans Need Aliens,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumansNeedAliens
Human Subspecies,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumanSubspecies
Human Weapon,https://tvtropes.org/pmwiki/pmwiki.php/Main/HumanWeapon
Hunter of His Own Kind,https://tvtropes.org/pmwiki/pmwiki.php/Main/HunterOfHisOwnKind
Hurl It into the Sun,https://tvtropes.org/pmwiki/pmwiki.php/Main/HurlItIntoTheSun
Hyperspace Is a Scary Place,https://tvtropes.org/pmwiki/pmwiki.php/Main/HyperspaceIsAScaryPlace
Hyperspace Lanes,https://tvtropes.org/pmwiki/pmwiki.php/Main/HyperspaceLanes
Hyperspeed Ambush,https://tvtropes.org/pmwiki/pmwiki.php/Main/HyperspeedAmbush
Hyperspeed Escape,https://tvtropes.org/pmwiki/pmwiki.php/Main/HyperspeedEscape
I Can't See Myself,https://tvtropes.org/pmwiki/pmwiki.php/Main/ICantSeeMyself
I Come in Peace,https://tvtropes.org/pmwiki/pmwiki.php/Main/IComeInPeace
Ideal Illness Immunity,https://tvtropes.org/pmwiki/pmwiki.php/Main/IdealIllnessImmunity
Ignored Expert,https://tvtropes.org/pmwiki/pmwiki.php/Main/IgnoredExpert
Illegal Religion,https://tvtropes.org/pmwiki/pmwiki.php/Main/IllegalReligion
Imaginary Enemy,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImaginaryEnemy
Imagination Destroyer,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImaginationDestroyer
I'm Melting!,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImMelting
Immortality,https://tvtropes.org/pmwiki/pmwiki.php/Main/Immortality
Immortality Bisexuality,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImmortalityBisexuality
Immortality Field,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImmortalityField
Immortality Hurts,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImmortalityHurts
Immortality Immorality,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImmortalityImmorality
Immortality Inducer,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImmortalityInducer
Immortality Works,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImmortalityWorks
Immortal Life Is Cheap,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImmortalLifeIsCheap
Immune to Bullets,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImmuneToBullets
Imported Alien Phlebotinum,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImportedAlienPhlebotinum
Impossibly Mundane Explanation,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImpossiblyMundaneExplanation
Improperly Placed Firearms,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImproperlyPlacedFirearms
Improvised Golems,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImprovisedGolems
Improvised Microgravity Maneuvering,https://tvtropes.org/pmwiki/pmwiki.php/Main/ImprovisedMicrogravityManeuvering
Incredible Shrinking Man,https://tvtropes.org/pmwiki/pmwiki.php/Main/IncredibleShrinkingMan
Industrialized Mercury,https://tvtropes.org/pmwiki/pmwiki.php/Main/IndustrializedMercury
Inexplicable Cultural Ties,https://tvtropes.org/pmwiki/pmwiki.php/Main/InexplicableCulturalTies
Infinite Supplies,https://tvtropes.org/pmwiki/pmwiki.php/Main/InfiniteSupplies
Innocent Aliens,https://tvtropes.org/pmwiki/pmwiki.php/Main/InnocentAliens
Insectoid Aliens,https://tvtropes.org/pmwiki/pmwiki.php/Main/InsectoidAliens
Inside a Computer System,https://tvtropes.org/pmwiki/pmwiki.php/Main/InsideAComputerSystem
Insignificant Little Blue Planet,https://tvtropes.org/pmwiki/pmwiki.php/Main/InsignificantLittleBluePlanet
"In Space, Everyone Can See Your Face",https://tvtropes.org/pmwiki/pmwiki.php/Main/InSpaceEveryoneCanSeeYourFace
In Spite of a Nail,https://tvtropes.org/pmwiki/pmwiki.php/Main/InSpiteOfANail
Instant A.I.: Just Add Water!,https://tvtropes.org/pmwiki/pmwiki.php/Main/InstantAIJustAddWater
Instant Cooldown,https://tvtropes.org/pmwiki/pmwiki.php/Main/InstantCooldown
Instant People: Just Add Water!,https://tvtropes.org/pmwiki/pmwiki.php/Main/InstantPeopleJustAddWater
Insufficiently Advanced Alien,https://tvtropes.org/pmwiki/pmwiki.php/Main/InsufficientlyAdvancedAlien
Intangibility,https://tvtropes.org/pmwiki/pmwiki.php/Main/Intangibility
Intelligent Gerbil,https://tvtropes.org/pmwiki/pmwiki.php/Main/IntelligentGerbil
Interdimensional Travel Device,https://tvtropes.org/pmwiki/pmwiki.php/Main/InterdimensionalTravelDevice
Interplanetary Voyage,https://tvtropes.org/pmwiki/pmwiki.php/Main/InterplanetaryVoyage
Interspecies Romance,https://tvtropes.org/pmwiki/pmwiki.php/Main/InterspeciesRomance
Introduced Species Calamity,https://tvtropes.org/pmwiki/pmwiki.php/Main/IntroducedSpeciesCalamity
"In the Future, Humans Will Be One Race",https://tvtropes.org/pmwiki/pmwiki.php/Main/InTheFutureHumansWillBeOneRace
"In the Future, We Still Have Roombas",https://tvtropes.org/pmwiki/pmwiki.php/Main/InTheFutureWeStillHaveRoombas
In the Original Klingon,https://tvtropes.org/pmwiki/pmwiki.php/Main/InTheOriginalKlingon
Intrigued by Humanity,https://tvtropes.org/pmwiki/pmwiki.php/Main/IntriguedByHumanity
Invaded States of America,https://tvtropes.org/pmwiki/pmwiki.php/Main/InvadedStatesOfAmerica
Invisible Aliens,https://tvtropes.org/pmwiki/pmwiki.php/Main/InvisibleAliens
Invisible to Adults,https://tvtropes.org/pmwiki/pmwiki.php/Main/InvisibleToAdults
Invisible to Normals,https://tvtropes.org/pmwiki/pmwiki.php/Main/InvisibleToNormals
Invocation,https://tvtropes.org/pmwiki/pmwiki.php/Main/Invocation
In Your Nature to Destroy Yourselves,https://tvtropes.org/pmwiki/pmwiki.php/Main/InYourNatureToDestroyYourselves
I Say What I Say,https://tvtropes.org/pmwiki/pmwiki.php/Main/ISayWhatISay
It Only Works Once,https://tvtropes.org/pmwiki/pmwiki.php/Main/ItOnlyWorksOnce
"It's a Small World, After All",https://tvtropes.org/pmwiki/pmwiki.php/Main/ItsASmallWorldAfterAll
Jackass Genie,https://tvtropes.org/pmwiki/pmwiki.php/Main/JackassGenie
Jigsaw Puzzle Plot,https://tvtropes.org/pmwiki/pmwiki.php/Main/JigsawPuzzlePlot
Julius Beethoven da Vinci,https://tvtropes.org/pmwiki/pmwiki.php/Main/JuliusBeethovenDaVinci
Jungle Opera,https://tvtropes.org/pmwiki/pmwiki.php/Main/JungleOpera
Jungle Princess,https://tvtropes.org/pmwiki/pmwiki.php/Main/JunglePrincess
Jury of the Damned,https://tvtropes.org/pmwiki/pmwiki.php/Main/JuryOfTheDamned
Just One Second Out of Sync,https://tvtropes.org/pmwiki/pmwiki.php/Main/JustOneSecondOutOfSync
Kaiju,https://tvtropes.org/pmwiki/pmwiki.php/Main/Kaiju
Kill All Humans,https://tvtropes.org/pmwiki/pmwiki.php/Main/KillAllHumans
Kill and Replace,https://tvtropes.org/pmwiki/pmwiki.php/Main/KillAndReplace
Killed to Uphold the Masquerade,https://tvtropes.org/pmwiki/pmwiki.php/Main/KilledToUpholdTheMasquerade
Killer Robot,https://tvtropes.org/pmwiki/pmwiki.php/Main/KillerRobot
Kill It with Water,https://tvtropes.org/pmwiki/pmwiki.php/Main/KillItWithWater
Kill Sat,https://tvtropes.org/pmwiki/pmwiki.php/Main/KillSat
Kinetic Weapons Are Just Better,https://tvtropes.org/pmwiki/pmwiki.php/Main/KineticWeaponsAreJustBetter
Kirk's Rock,https://tvtropes.org/pmwiki/pmwiki.php/Main/KirksRock
"Kiss Me, I'm Virtual",https://tvtropes.org/pmwiki/pmwiki.php/Main/KissMeImVirtual
Klingon Scientists Get No Respect,https://tvtropes.org/pmwiki/pmwiki.php/Main/KlingonScientistsGetNoRespect
Klingons Love Shakespeare,https://tvtropes.org/pmwiki/pmwiki.php/Main/KlingonsLoveShakespeare
Kryptonite Factor,https://tvtropes.org/pmwiki/pmwiki.php/Main/KryptoniteFactor
Kryptonite-Proof Suit,https://tvtropes.org/pmwiki/pmwiki.php/Main/KryptoniteProofSuit
Kryptonite Ring,https://tvtropes.org/pmwiki/pmwiki.php/Main/KryptoniteRing
Landfill Beyond the Stars,https://tvtropes.org/pmwiki/pmwiki.php/Main/LandfillBeyondTheStars
Language Drift,https://tvtropes.org/pmwiki/pmwiki.php/Main/LanguageDrift
Laser Blade,https://tvtropes.org/pmwiki/pmwiki.php/Main/LaserBlade
Law of Alien Names,https://tvtropes.org/pmwiki/pmwiki.php/Main/LawOfAlienNames
Learnt English from Watching Television,https://tvtropes.org/pmwiki/pmwiki.php/Main/LearntEnglishFromWatchingTelevision
Left-Justified Fantasy Map,https://tvtropes.org/pmwiki/pmwiki.php/Main/LeftJustifiedFantasyMap
Legendary Weapon,https://tvtropes.org/pmwiki/pmwiki.php/Main/LegendaryWeapon
Lensman Arms Race,https://tvtropes.org/pmwiki/pmwiki.php/Main/LensmanArmsRace
Let's Mock the Monsters,https://tvtropes.org/pmwiki/pmwiki.php/Main/LetsMockTheMonsters
Ley Line,https://tvtropes.org/pmwiki/pmwiki.php/Main/LeyLine
Lie to the Beholder,https://tvtropes.org/pmwiki/pmwiki.php/Main/LieToTheBeholder
Life Drinker,https://tvtropes.org/pmwiki/pmwiki.php/Main/LifeDrinker
Life Energy,https://tvtropes.org/pmwiki/pmwiki.php/Main/LifeEnergy
Lightning Gun,https://tvtropes.org/pmwiki/pmwiki.php/Main/LightningGun
Lightworlder,https://tvtropes.org/pmwiki/pmwiki.php/Main/Lightworlder
Lilliputians,https://tvtropes.org/pmwiki/pmwiki.php/Main/Lilliputians
Lilliputian Warriors,https://tvtropes.org/pmwiki/pmwiki.php/Main/LilliputianWarriors
Liquid Assets,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiquidAssets
Literal Genie,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteralGenie
Literal Surveillance Bug,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteralSurveillanceBug
Literary Work of Magic,https://tvtropes.org/pmwiki/pmwiki.php/Main/LiteraryWorkOfMagic
Little Green Man in a Can,https://tvtropes.org/pmwiki/pmwiki.php/Main/LittleGreenManInACan
Living Battery,https://tvtropes.org/pmwiki/pmwiki.php/Main/LivingBattery
Living Forever Is Awesome,https://tvtropes.org/pmwiki/pmwiki.php/Main/LivingForeverIsAwesome
Living Program,https://tvtropes.org/pmwiki/pmwiki.php/Main/LivingProgram
Living Relic,https://tvtropes.org/pmwiki/pmwiki.php/Main/LivingRelic
Living Ship,https://tvtropes.org/pmwiki/pmwiki.php/Main/LivingShip
Living Toys,https://tvtropes.org/pmwiki/pmwiki.php/Main/LivingToys
Loads and Loads of Races,https://tvtropes.org/pmwiki/pmwiki.php/Main/LoadsAndLoadsOfRaces
Lockdown,https://tvtropes.org/pmwiki/pmwiki.php/Main/Lockdown
Longevity Treatment,https://tvtropes.org/pmwiki/pmwiki.php/Main/LongevityTreatment
"Look on My Works, Ye Mighty, and Despair",https://tvtropes.org/pmwiki/pmwiki.php/Main/LookOnMyWorksYeMightyAndDespair
Losing Your Head,https://tvtropes.org/pmwiki/pmwiki.php/Main/LosingYourHead
Lost Colony,https://tvtropes.org/pmwiki/pmwiki.php/Main/LostColony
Love Is a Crime,https://tvtropes.org/pmwiki/pmwiki.php/Main/LoveIsACrime
Lovecraft Lite,https://tvtropes.org/pmwiki/pmwiki.php/Main/LovecraftLite
Love Potion,https://tvtropes.org/pmwiki/pmwiki.php/Main/LovePotion
"Low Culture, High Tech",https://tvtropes.org/pmwiki/pmwiki.php/Main/LowCultureHighTech
Ludd Was Right,https://tvtropes.org/pmwiki/pmwiki.php/Main/LuddWasRight
Luke Nounverber,https://tvtropes.org/pmwiki/pmwiki.php/Main/LukeNounverber
Machine Monotone,https://tvtropes.org/pmwiki/pmwiki.php/Main/MachineMonotone
Machine Worship,https://tvtropes.org/pmwiki/pmwiki.php/Main/MachineWorship
Made of Phlebotinum,https://tvtropes.org/pmwiki/pmwiki.php/Main/MadeOfPhlebotinum
Mad Scientist Laboratory,https://tvtropes.org/pmwiki/pmwiki.php/Main/MadScientistLaboratory
Magic A Is Magic A,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicAIsMagicA
Magical Abortion,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicalAbortion
Magical Camera,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicalCamera
Magical Database,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicalDatabase
Magical Divorce,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicalDivorce
Magical Library,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicalLibrary
Magical Underpinnings of Reality,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicalUnderpinningsOfReality
Magic by Any Other Name,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicByAnyOtherName
Magic Carpet,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicCarpet
The Magic Comes Back,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheMagicComesBack
Magic Feather,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicFeather
Magic from Technology,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicFromTechnology
Magic Genetics,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicGenetics
The Magic Goes Away,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheMagicGoesAway
Magic Must Defeat Magic,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicMustDefeatMagic
Magicians Are Wizards,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagiciansAreWizards
Magick,https://tvtropes.org/pmwiki/pmwiki.php/Main/Magick
Magic Pants,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicPants
Magic-Powered Pseudoscience,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicPoweredPseudoscience
Magically Regenerating Clothing,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicallyRegeneratingClothing
Magic Versus Science,https://tvtropes.org/pmwiki/pmwiki.php/Main/MagicVersusScience
The Magic Versus Technology War,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheMagicVersusTechnologyWar
Mage Born of Muggles,https://tvtropes.org/pmwiki/pmwiki.php/Main/MageBornOfMuggles
Mage Species,https://tvtropes.org/pmwiki/pmwiki.php/Main/MageSpecies
Magitek,https://tvtropes.org/pmwiki/pmwiki.php/Main/Magitek
The Magocracy,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheMagocracy
Manchurian Agent,https://tvtropes.org/pmwiki/pmwiki.php/Main/ManchurianAgent
Man of Kryptonite,https://tvtropes.org/pmwiki/pmwiki.php/Main/ManOfKryptonite
Mars Needs Water,https://tvtropes.org/pmwiki/pmwiki.php/Main/MarsNeedsWater
Mars Needs Women,https://tvtropes.org/pmwiki/pmwiki.php/Main/MarsNeedsWomen
Masquerade,https://tvtropes.org/pmwiki/pmwiki.php/Main/Masquerade
Masquerade Enforcer,https://tvtropes.org/pmwiki/pmwiki.php/Main/MasqueradeEnforcer
Masquerade Paradox,https://tvtropes.org/pmwiki/pmwiki.php/Main/MasqueradeParadox
Matriarchy,https://tvtropes.org/pmwiki/pmwiki.php/Main/Matriarchy
Matrix Raining Code,https://tvtropes.org/pmwiki/pmwiki.php/Main/MatrixRainingCode
"Maybe Magic, Maybe Mundane",https://tvtropes.org/pmwiki/pmwiki.php/Main/MaybeMagicMaybeMundane
May Contain Evil,https://tvtropes.org/pmwiki/pmwiki.php/Main/MayContainEvil
"Meanwhile, in the Future…",https://tvtropes.org/pmwiki/pmwiki.php/Main/MeanwhileInTheFuture
Meat-Sack Robot,https://tvtropes.org/pmwiki/pmwiki.php/Main/MeatSackRobot
Mechanical Evolution,https://tvtropes.org/pmwiki/pmwiki.php/Main/MechanicalEvolution
Mechanical Horse,https://tvtropes.org/pmwiki/pmwiki.php/Main/MechanicalHorse
Mechanical Insects,https://tvtropes.org/pmwiki/pmwiki.php/Main/MechanicalInsects
Mechanical Lifeforms,https://tvtropes.org/pmwiki/pmwiki.php/Main/MechanicalLifeforms
Mechanical Monster,https://tvtropes.org/pmwiki/pmwiki.php/Main/MechanicalMonster
Mechanical Muscles,https://tvtropes.org/pmwiki/pmwiki.php/Main/MechanicalMuscles
Artificial Limbs,https://tvtropes.org/pmwiki/pmwiki.php/Main/ArtificialLimbs
Mechanistic Alien Culture,https://tvtropes.org/pmwiki/pmwiki.php/Main/MechanisticAlienCulture
Mech vs. Beast,https://tvtropes.org/pmwiki/pmwiki.php/Main/MechVsBeast
Mega-Corp,https://tvtropes.org/pmwiki/pmwiki.php/Main/MegaCorp
Mega-Maw Maneuver,https://tvtropes.org/pmwiki/pmwiki.php/Main/MegaMawManeuver
Memory Jar,https://tvtropes.org/pmwiki/pmwiki.php/Main/MemoryJar
The Men in Black,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheMenInBlack
Menstrual Menace,https://tvtropes.org/pmwiki/pmwiki.php/Main/MenstrualMenace
Mental Space Travel,https://tvtropes.org/pmwiki/pmwiki.php/Main/MentalSpaceTravel
Mental Time Travel,https://tvtropes.org/pmwiki/pmwiki.php/Main/MentalTimeTravel
Mental World,https://tvtropes.org/pmwiki/pmwiki.php/Main/MentalWorld
Mercurial Base,https://tvtropes.org/pmwiki/pmwiki.php/Main/MercurialBase
Merging Machine,https://tvtropes.org/pmwiki/pmwiki.php/Main/MergingMachine
Metal Muncher,https://tvtropes.org/pmwiki/pmwiki.php/Main/MetalMuncher
Metal-Poor Planet,https://tvtropes.org/pmwiki/pmwiki.php/Main/MetalPoorPlanet
Metamorphosis Monster,https://tvtropes.org/pmwiki/pmwiki.php/Main/MetamorphosisMonster
Metaphysical Fuel,https://tvtropes.org/pmwiki/pmwiki.php/Main/MetaphysicalFuel
Methuselah Syndrome,https://tvtropes.org/pmwiki/pmwiki.php/Main/MethuselahSyndrome
The Metric System Is Here to Stay,https://tvtropes.org/pmwiki/pmwiki.php/Main/TheMetricSystemIsHereToStay
Mexico Called; They Want Texas Back,https://tvtropes.org/pmwiki/pmwiki.php/Main/MexicoCalledTheyWantTexasBack
